,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
275,-0.928,Wed Aug 29 20:20:37 +0000 2018,0.493,0.433,0.074,76.0,@CNN
276,0.524,Wed Aug 29 20:20:36 +0000 2018,0.842,0.0,0.158,77.0,@CNN
277,0.0,Wed Aug 29 20:20:36 +0000 2018,1.0,0.0,0.0,78.0,@CNN
278,0.357,Wed Aug 29 20:20:36 +0000 2018,0.894,0.0,0.106,79.0,@CNN
279,-0.824,Wed Aug 29 20:20:35 +0000 2018,0.633,0.294,0.073,80.0,@CNN
280,0.202,Wed Aug 29 20:20:44 +0000 2018,0.893,0.0,0.107,81.0,@CNN
281,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,82.0,@CNN
282,0.572,Wed Aug 29 20:20:43 +0000 2018,0.875,0.0,0.125,83.0,@CNN
283,-0.928,Wed Aug 29 20:20:42 +0000 2018,0.493,0.433,0.074,84.0,@CNN
284,0.0,Wed Aug 29 20:20:42 +0000 2018,1.0,0.0,0.0,85.0,@CNN
285,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.885,0.115,0.0,86.0,@CNN
286,0.631,Wed Aug 29 20:20:41 +0000 2018,0.81,0.0,0.19,87.0,@CNN
287,0.572,Wed Aug 29 20:20:41 +0000 2018,0.875,0.0,0.125,88.0,@CNN
288,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,89.0,@CNN
289,-0.928,Wed Aug 29 20:20:40 +0000 2018,0.493,0.433,0.074,90.0,@CNN
290,-0.572,Wed Aug 29 20:20:39 +0000 2018,0.837,0.163,0.0,91.0,@CNN
291,-0.928,Wed Aug 29 20:20:39 +0000 2018,0.493,0.433,0.074,92.0,@CNN
292,-0.262,Wed Aug 29 20:20:38 +0000 2018,0.705,0.168,0.127,93.0,@CNN
293,-0.202,Wed Aug 29 20:20:38 +0000 2018,0.725,0.153,0.122,94.0,@CNN
294,-0.527,Wed Aug 29 20:20:38 +0000 2018,0.841,0.159,0.0,95.0,@CNN
295,-0.928,Wed Aug 29 20:20:37 +0000 2018,0.493,0.433,0.074,96.0,@CNN
296,0.524,Wed Aug 29 20:20:36 +0000 2018,0.842,0.0,0.158,97.0,@CNN
297,0.0,Wed Aug 29 20:20:36 +0000 2018,1.0,0.0,0.0,98.0,@CNN
298,0.357,Wed Aug 29 20:20:36 +0000 2018,0.894,0.0,0.106,99.0,@CNN
299,-0.824,Wed Aug 29 20:20:35 +0000 2018,0.633,0.294,0.073,100.0,@CNN
300,-0.751,Wed Aug 29 20:20:50 +0000 2018,0.584,0.416,0.0,1.0,@FoxNews
301,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,2.0,@FoxNews
302,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,3.0,@FoxNews
303,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,4.0,@FoxNews
304,-0.52,Wed Aug 29 20:20:48 +0000 2018,0.589,0.249,0.162,5.0,@FoxNews
305,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,6.0,@FoxNews
306,0.0,Wed Aug 29 20:20:47 +0000 2018,1.0,0.0,0.0,7.0,@FoxNews
307,-0.622,Wed Aug 29 20:20:47 +0000 2018,0.595,0.297,0.108,8.0,@FoxNews
308,0.358,Wed Aug 29 20:20:47 +0000 2018,0.667,0.128,0.204,9.0,@FoxNews
309,-0.542,Wed Aug 29 20:20:47 +0000 2018,0.727,0.273,0.0,10.0,@FoxNews
310,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,11.0,@FoxNews
311,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,12.0,@FoxNews
312,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,13.0,@FoxNews
313,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,14.0,@FoxNews
314,0.494,Wed Aug 29 20:20:45 +0000 2018,0.826,0.0,0.174,15.0,@FoxNews
315,0.0,Wed Aug 29 20:20:45 +0000 2018,1.0,0.0,0.0,16.0,@FoxNews
316,0.103,Wed Aug 29 20:20:45 +0000 2018,0.756,0.113,0.13,17.0,@FoxNews
317,0.34,Wed Aug 29 20:20:45 +0000 2018,0.888,0.0,0.112,18.0,@FoxNews
318,-0.527,Wed Aug 29 20:20:44 +0000 2018,0.638,0.362,0.0,19.0,@FoxNews
319,0.674,Wed Aug 29 20:20:44 +0000 2018,0.822,0.0,0.178,20.0,@FoxNews
320,-0.751,Wed Aug 29 20:20:50 +0000 2018,0.584,0.416,0.0,21.0,@FoxNews
321,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,22.0,@FoxNews
322,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,23.0,@FoxNews
323,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,24.0,@FoxNews
324,-0.52,Wed Aug 29 20:20:48 +0000 2018,0.589,0.249,0.162,25.0,@FoxNews
325,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,26.0,@FoxNews
326,0.0,Wed Aug 29 20:20:47 +0000 2018,1.0,0.0,0.0,27.0,@FoxNews
327,-0.622,Wed Aug 29 20:20:47 +0000 2018,0.595,0.297,0.108,28.0,@FoxNews
328,0.358,Wed Aug 29 20:20:47 +0000 2018,0.667,0.128,0.204,29.0,@FoxNews
329,-0.542,Wed Aug 29 20:20:47 +0000 2018,0.727,0.273,0.0,30.0,@FoxNews
330,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,31.0,@FoxNews
331,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,32.0,@FoxNews
332,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,33.0,@FoxNews
333,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,34.0,@FoxNews
334,0.494,Wed Aug 29 20:20:45 +0000 2018,0.826,0.0,0.174,35.0,@FoxNews
335,0.0,Wed Aug 29 20:20:45 +0000 2018,1.0,0.0,0.0,36.0,@FoxNews
336,0.103,Wed Aug 29 20:20:45 +0000 2018,0.756,0.113,0.13,37.0,@FoxNews
337,0.34,Wed Aug 29 20:20:45 +0000 2018,0.888,0.0,0.112,38.0,@FoxNews
338,-0.527,Wed Aug 29 20:20:44 +0000 2018,0.638,0.362,0.0,39.0,@FoxNews
339,0.674,Wed Aug 29 20:20:44 +0000 2018,0.822,0.0,0.178,40.0,@FoxNews
340,-0.751,Wed Aug 29 20:20:50 +0000 2018,0.584,0.416,0.0,41.0,@FoxNews
341,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,42.0,@FoxNews
342,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,43.0,@FoxNews
343,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,44.0,@FoxNews
344,-0.52,Wed Aug 29 20:20:48 +0000 2018,0.589,0.249,0.162,45.0,@FoxNews
345,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,46.0,@FoxNews
346,0.0,Wed Aug 29 20:20:47 +0000 2018,1.0,0.0,0.0,47.0,@FoxNews
347,-0.622,Wed Aug 29 20:20:47 +0000 2018,0.595,0.297,0.108,48.0,@FoxNews
348,0.358,Wed Aug 29 20:20:47 +0000 2018,0.667,0.128,0.204,49.0,@FoxNews
349,-0.542,Wed Aug 29 20:20:47 +0000 2018,0.727,0.273,0.0,50.0,@FoxNews
350,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,51.0,@FoxNews
351,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,52.0,@FoxNews
352,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,53.0,@FoxNews
353,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,54.0,@FoxNews
354,0.494,Wed Aug 29 20:20:45 +0000 2018,0.826,0.0,0.174,55.0,@FoxNews
355,0.0,Wed Aug 29 20:20:45 +0000 2018,1.0,0.0,0.0,56.0,@FoxNews
356,0.103,Wed Aug 29 20:20:45 +0000 2018,0.756,0.113,0.13,57.0,@FoxNews
357,0.34,Wed Aug 29 20:20:45 +0000 2018,0.888,0.0,0.112,58.0,@FoxNews
358,-0.527,Wed Aug 29 20:20:44 +0000 2018,0.638,0.362,0.0,59.0,@FoxNews
359,0.674,Wed Aug 29 20:20:44 +0000 2018,0.822,0.0,0.178,60.0,@FoxNews
360,-0.751,Wed Aug 29 20:20:50 +0000 2018,0.584,0.416,0.0,61.0,@FoxNews
361,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,62.0,@FoxNews
362,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,63.0,@FoxNews
363,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,64.0,@FoxNews
364,-0.52,Wed Aug 29 20:20:48 +0000 2018,0.589,0.249,0.162,65.0,@FoxNews
365,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,66.0,@FoxNews
366,0.0,Wed Aug 29 20:20:47 +0000 2018,1.0,0.0,0.0,67.0,@FoxNews
367,-0.622,Wed Aug 29 20:20:47 +0000 2018,0.595,0.297,0.108,68.0,@FoxNews
368,0.358,Wed Aug 29 20:20:47 +0000 2018,0.667,0.128,0.204,69.0,@FoxNews
369,-0.542,Wed Aug 29 20:20:47 +0000 2018,0.727,0.273,0.0,70.0,@FoxNews
370,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,71.0,@FoxNews
371,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,72.0,@FoxNews
372,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,73.0,@FoxNews
373,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,74.0,@FoxNews
374,0.494,Wed Aug 29 20:20:45 +0000 2018,0.826,0.0,0.174,75.0,@FoxNews
375,0.0,Wed Aug 29 20:20:45 +0000 2018,1.0,0.0,0.0,76.0,@FoxNews
376,0.103,Wed Aug 29 20:20:45 +0000 2018,0.756,0.113,0.13,77.0,@FoxNews
377,0.34,Wed Aug 29 20:20:45 +0000 2018,0.888,0.0,0.112,78.0,@FoxNews
378,-0.527,Wed Aug 29 20:20:44 +0000 2018,0.638,0.362,0.0,79.0,@FoxNews
379,0.674,Wed Aug 29 20:20:44 +0000 2018,0.822,0.0,0.178,80.0,@FoxNews
380,-0.751,Wed Aug 29 20:20:50 +0000 2018,0.584,0.416,0.0,81.0,@FoxNews
381,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,82.0,@FoxNews
382,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,83.0,@FoxNews
383,0.0,Wed Aug 29 20:20:49 +0000 2018,1.0,0.0,0.0,84.0,@FoxNews
384,-0.52,Wed Aug 29 20:20:48 +0000 2018,0.589,0.249,0.162,85.0,@FoxNews
385,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,86.0,@FoxNews
386,0.0,Wed Aug 29 20:20:47 +0000 2018,1.0,0.0,0.0,87.0,@FoxNews
387,-0.622,Wed Aug 29 20:20:47 +0000 2018,0.595,0.297,0.108,88.0,@FoxNews
388,0.358,Wed Aug 29 20:20:47 +0000 2018,0.667,0.128,0.204,89.0,@FoxNews
389,-0.542,Wed Aug 29 20:20:47 +0000 2018,0.727,0.273,0.0,90.0,@FoxNews
390,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,91.0,@FoxNews
391,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,92.0,@FoxNews
392,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,93.0,@FoxNews
393,0.0,Wed Aug 29 20:20:46 +0000 2018,1.0,0.0,0.0,94.0,@FoxNews
394,0.494,Wed Aug 29 20:20:45 +0000 2018,0.826,0.0,0.174,95.0,@FoxNews
395,0.0,Wed Aug 29 20:20:45 +0000 2018,1.0,0.0,0.0,96.0,@FoxNews
396,0.103,Wed Aug 29 20:20:45 +0000 2018,0.756,0.113,0.13,97.0,@FoxNews
397,0.34,Wed Aug 29 20:20:45 +0000 2018,0.888,0.0,0.112,98.0,@FoxNews
398,-0.527,Wed Aug 29 20:20:44 +0000 2018,0.638,0.362,0.0,99.0,@FoxNews
399,0.674,Wed Aug 29 20:20:44 +0000 2018,0.822,0.0,0.178,100.0,@FoxNews
400,-0.718,Wed Aug 29 20:20:55 +0000 2018,0.671,0.248,0.081,1.0,@NYTimes
401,-0.296,Wed Aug 29 20:20:53 +0000 2018,0.879,0.121,0.0,2.0,@NYTimes
402,-0.459,Wed Aug 29 20:20:52 +0000 2018,0.833,0.167,0.0,3.0,@NYTimes
403,-0.296,Wed Aug 29 20:20:52 +0000 2018,0.872,0.128,0.0,4.0,@NYTimes
404,-0.66,Wed Aug 29 20:20:50 +0000 2018,0.694,0.306,0.0,5.0,@NYTimes
405,-0.361,Wed Aug 29 20:20:50 +0000 2018,0.884,0.116,0.0,6.0,@NYTimes
406,0.0,Wed Aug 29 20:20:50 +0000 2018,1.0,0.0,0.0,7.0,@NYTimes
407,0.866,Wed Aug 29 20:20:49 +0000 2018,0.684,0.0,0.316,8.0,@NYTimes
408,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,9.0,@NYTimes
409,0.833,Wed Aug 29 20:20:44 +0000 2018,0.657,0.0,0.343,10.0,@NYTimes
410,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,11.0,@NYTimes
411,-0.599,Wed Aug 29 20:20:42 +0000 2018,0.71,0.29,0.0,12.0,@NYTimes
412,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.896,0.104,0.0,13.0,@NYTimes
413,-0.695,Wed Aug 29 20:20:41 +0000 2018,0.835,0.165,0.0,14.0,@NYTimes
414,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,15.0,@NYTimes
415,-0.729,Wed Aug 29 20:20:38 +0000 2018,0.756,0.244,0.0,16.0,@NYTimes
416,0.557,Wed Aug 29 20:20:35 +0000 2018,0.847,0.0,0.153,17.0,@NYTimes
417,-0.765,Wed Aug 29 20:20:31 +0000 2018,0.675,0.274,0.052,18.0,@NYTimes
418,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,19.0,@NYTimes
419,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,20.0,@NYTimes
420,-0.718,Wed Aug 29 20:20:55 +0000 2018,0.671,0.248,0.081,21.0,@NYTimes
421,-0.296,Wed Aug 29 20:20:53 +0000 2018,0.879,0.121,0.0,22.0,@NYTimes
422,-0.459,Wed Aug 29 20:20:52 +0000 2018,0.833,0.167,0.0,23.0,@NYTimes
423,-0.296,Wed Aug 29 20:20:52 +0000 2018,0.872,0.128,0.0,24.0,@NYTimes
424,-0.66,Wed Aug 29 20:20:50 +0000 2018,0.694,0.306,0.0,25.0,@NYTimes
425,-0.361,Wed Aug 29 20:20:50 +0000 2018,0.884,0.116,0.0,26.0,@NYTimes
426,0.0,Wed Aug 29 20:20:50 +0000 2018,1.0,0.0,0.0,27.0,@NYTimes
427,0.866,Wed Aug 29 20:20:49 +0000 2018,0.684,0.0,0.316,28.0,@NYTimes
428,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,29.0,@NYTimes
429,0.833,Wed Aug 29 20:20:44 +0000 2018,0.657,0.0,0.343,30.0,@NYTimes
430,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,31.0,@NYTimes
431,-0.599,Wed Aug 29 20:20:42 +0000 2018,0.71,0.29,0.0,32.0,@NYTimes
432,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.896,0.104,0.0,33.0,@NYTimes
433,-0.695,Wed Aug 29 20:20:41 +0000 2018,0.835,0.165,0.0,34.0,@NYTimes
434,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,35.0,@NYTimes
435,-0.729,Wed Aug 29 20:20:38 +0000 2018,0.756,0.244,0.0,36.0,@NYTimes
436,0.557,Wed Aug 29 20:20:35 +0000 2018,0.847,0.0,0.153,37.0,@NYTimes
437,-0.765,Wed Aug 29 20:20:31 +0000 2018,0.675,0.274,0.052,38.0,@NYTimes
438,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,39.0,@NYTimes
439,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,40.0,@NYTimes
440,-0.718,Wed Aug 29 20:20:55 +0000 2018,0.671,0.248,0.081,41.0,@NYTimes
441,-0.296,Wed Aug 29 20:20:53 +0000 2018,0.879,0.121,0.0,42.0,@NYTimes
442,-0.459,Wed Aug 29 20:20:52 +0000 2018,0.833,0.167,0.0,43.0,@NYTimes
443,-0.296,Wed Aug 29 20:20:52 +0000 2018,0.872,0.128,0.0,44.0,@NYTimes
444,-0.66,Wed Aug 29 20:20:50 +0000 2018,0.694,0.306,0.0,45.0,@NYTimes
445,-0.361,Wed Aug 29 20:20:50 +0000 2018,0.884,0.116,0.0,46.0,@NYTimes
446,0.0,Wed Aug 29 20:20:50 +0000 2018,1.0,0.0,0.0,47.0,@NYTimes
447,0.866,Wed Aug 29 20:20:49 +0000 2018,0.684,0.0,0.316,48.0,@NYTimes
448,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,49.0,@NYTimes
449,0.833,Wed Aug 29 20:20:44 +0000 2018,0.657,0.0,0.343,50.0,@NYTimes
450,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,51.0,@NYTimes
451,-0.599,Wed Aug 29 20:20:42 +0000 2018,0.71,0.29,0.0,52.0,@NYTimes
452,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.896,0.104,0.0,53.0,@NYTimes
453,-0.695,Wed Aug 29 20:20:41 +0000 2018,0.835,0.165,0.0,54.0,@NYTimes
454,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,55.0,@NYTimes
455,-0.729,Wed Aug 29 20:20:38 +0000 2018,0.756,0.244,0.0,56.0,@NYTimes
456,0.557,Wed Aug 29 20:20:35 +0000 2018,0.847,0.0,0.153,57.0,@NYTimes
457,-0.765,Wed Aug 29 20:20:31 +0000 2018,0.675,0.274,0.052,58.0,@NYTimes
458,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,59.0,@NYTimes
459,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,60.0,@NYTimes
460,-0.718,Wed Aug 29 20:20:55 +0000 2018,0.671,0.248,0.081,61.0,@NYTimes
461,-0.296,Wed Aug 29 20:20:53 +0000 2018,0.879,0.121,0.0,62.0,@NYTimes
462,-0.459,Wed Aug 29 20:20:52 +0000 2018,0.833,0.167,0.0,63.0,@NYTimes
463,-0.296,Wed Aug 29 20:20:52 +0000 2018,0.872,0.128,0.0,64.0,@NYTimes
464,-0.66,Wed Aug 29 20:20:50 +0000 2018,0.694,0.306,0.0,65.0,@NYTimes
465,-0.361,Wed Aug 29 20:20:50 +0000 2018,0.884,0.116,0.0,66.0,@NYTimes
466,0.0,Wed Aug 29 20:20:50 +0000 2018,1.0,0.0,0.0,67.0,@NYTimes
467,0.866,Wed Aug 29 20:20:49 +0000 2018,0.684,0.0,0.316,68.0,@NYTimes
468,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,69.0,@NYTimes
469,0.833,Wed Aug 29 20:20:44 +0000 2018,0.657,0.0,0.343,70.0,@NYTimes
470,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,71.0,@NYTimes
471,-0.599,Wed Aug 29 20:20:42 +0000 2018,0.71,0.29,0.0,72.0,@NYTimes
472,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.896,0.104,0.0,73.0,@NYTimes
473,-0.695,Wed Aug 29 20:20:41 +0000 2018,0.835,0.165,0.0,74.0,@NYTimes
474,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,75.0,@NYTimes
475,-0.729,Wed Aug 29 20:20:38 +0000 2018,0.756,0.244,0.0,76.0,@NYTimes
476,0.557,Wed Aug 29 20:20:35 +0000 2018,0.847,0.0,0.153,77.0,@NYTimes
477,-0.765,Wed Aug 29 20:20:31 +0000 2018,0.675,0.274,0.052,78.0,@NYTimes
478,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,79.0,@NYTimes
479,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,80.0,@NYTimes
480,-0.718,Wed Aug 29 20:20:55 +0000 2018,0.671,0.248,0.081,81.0,@NYTimes
481,-0.296,Wed Aug 29 20:20:53 +0000 2018,0.879,0.121,0.0,82.0,@NYTimes
482,-0.459,Wed Aug 29 20:20:52 +0000 2018,0.833,0.167,0.0,83.0,@NYTimes
483,-0.296,Wed Aug 29 20:20:52 +0000 2018,0.872,0.128,0.0,84.0,@NYTimes
484,-0.66,Wed Aug 29 20:20:50 +0000 2018,0.694,0.306,0.0,85.0,@NYTimes
485,-0.361,Wed Aug 29 20:20:50 +0000 2018,0.884,0.116,0.0,86.0,@NYTimes
486,0.0,Wed Aug 29 20:20:50 +0000 2018,1.0,0.0,0.0,87.0,@NYTimes
487,0.866,Wed Aug 29 20:20:49 +0000 2018,0.684,0.0,0.316,88.0,@NYTimes
488,0.0,Wed Aug 29 20:20:48 +0000 2018,1.0,0.0,0.0,89.0,@NYTimes
489,0.833,Wed Aug 29 20:20:44 +0000 2018,0.657,0.0,0.343,90.0,@NYTimes
490,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,91.0,@NYTimes
491,-0.599,Wed Aug 29 20:20:42 +0000 2018,0.71,0.29,0.0,92.0,@NYTimes
492,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.896,0.104,0.0,93.0,@NYTimes
493,-0.695,Wed Aug 29 20:20:41 +0000 2018,0.835,0.165,0.0,94.0,@NYTimes
494,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,95.0,@NYTimes
495,-0.729,Wed Aug 29 20:20:38 +0000 2018,0.756,0.244,0.0,96.0,@NYTimes
496,0.557,Wed Aug 29 20:20:35 +0000 2018,0.847,0.0,0.153,97.0,@NYTimes
497,-0.765,Wed Aug 29 20:20:31 +0000 2018,0.675,0.274,0.052,98.0,@NYTimes
498,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,99.0,@NYTimes
499,0.0,Wed Aug 29 20:20:29 +0000 2018,1.0,0.0,0.0,100.0,@NYTimes
500,-0.612,Wed Aug 29 20:21:19 +0000 2018,0.737,0.263,0.0,1.0,@BBCNews
501,0.0,Wed Aug 29 20:21:18 +0000 2018,1.0,0.0,0.0,2.0,@BBCNews
502,-0.822,Wed Aug 29 20:21:14 +0000 2018,0.559,0.345,0.095,3.0,@BBCNews
503,0.318,Wed Aug 29 20:21:09 +0000 2018,0.897,0.0,0.103,4.0,@BBCNews
504,-0.631,Wed Aug 29 20:21:08 +0000 2018,0.634,0.274,0.092,5.0,@BBCNews
505,0.0,Wed Aug 29 20:20:50 +0000 2018,1.0,0.0,0.0,6.0,@BBCNews
506,0.511,Wed Aug 29 20:20:38 +0000 2018,0.837,0.0,0.163,7.0,@BBCNews
507,0.0,Wed Aug 29 20:20:19 +0000 2018,1.0,0.0,0.0,8.0,@BBCNews
508,0.077,Wed Aug 29 20:20:08 +0000 2018,0.885,0.0,0.115,9.0,@BBCNews
509,0.0,Wed Aug 29 20:20:04 +0000 2018,1.0,0.0,0.0,10.0,@BBCNews
510,0.0,Wed Aug 29 20:20:03 +0000 2018,1.0,0.0,0.0,11.0,@BBCNews
511,0.0,Wed Aug 29 20:20:01 +0000 2018,1.0,0.0,0.0,12.0,@BBCNews
512,0.0,Wed Aug 29 20:19:56 +0000 2018,1.0,0.0,0.0,13.0,@BBCNews
513,0.0,Wed Aug 29 20:19:50 +0000 2018,1.0,0.0,0.0,14.0,@BBCNews
514,-0.077,Wed Aug 29 20:19:46 +0000 2018,0.925,0.075,0.0,15.0,@BBCNews
515,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,16.0,@BBCNews
516,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,17.0,@BBCNews
517,0.65,Wed Aug 29 20:19:35 +0000 2018,0.68,0.053,0.266,18.0,@BBCNews
518,-0.361,Wed Aug 29 20:19:26 +0000 2018,0.688,0.196,0.116,19.0,@BBCNews
519,0.611,Wed Aug 29 20:19:23 +0000 2018,0.637,0.0,0.363,20.0,@BBCNews
520,-0.612,Wed Aug 29 20:21:19 +0000 2018,0.737,0.263,0.0,21.0,@BBCNews
521,0.0,Wed Aug 29 20:21:18 +0000 2018,1.0,0.0,0.0,22.0,@BBCNews
522,-0.822,Wed Aug 29 20:21:14 +0000 2018,0.559,0.345,0.095,23.0,@BBCNews
523,0.318,Wed Aug 29 20:21:09 +0000 2018,0.897,0.0,0.103,24.0,@BBCNews
524,-0.631,Wed Aug 29 20:21:08 +0000 2018,0.634,0.274,0.092,25.0,@BBCNews
